"MAKE_CODE";"MIN_KW";"MAX_KW";"VALUE";"VALID_FROM";"VALID_TO"
"79";"67";"75";"0.92";"2010-01-01";"2010-12-31"
"79";"76";"85";"0.92";"2010-01-01";"2010-12-31"
"79";"86";"100";"0.86";"2010-01-01";"2010-12-31"
"79";"101";"120";"0.86";"2010-01-01";"2010-12-31"
"79";"121";"150";"0.86";"2010-01-01";"2010-12-31"
"79";"151";"200";"0.89";"2010-01-01";"2010-12-31"
"79";"200";"100000";"0.89";"2010-01-01";"2010-12-31"
"96";"0";"33";"0.79";"2010-01-01";"2010-12-31"
"96";"34";"45";"0.84";"2010-01-01";"2010-12-31"
"96";"46";"55";"0.92";"2010-01-01";"2010-12-31"
"96";"56";"66";"0.92";"2010-01-01";"2010-12-31"
"96";"67";"75";"0.92";"2010-01-01";"2010-12-31"
"96";"76";"85";"0.92";"2010-01-01";"2010-12-31"
"96";"86";"100";"0.86";"2010-01-01";"2010-12-31"
"96";"101";"120";"0.86";"2010-01-01";"2010-12-31"
"96";"121";"150";"0.86";"2010-01-01";"2010-12-31"
"96";"151";"200";"0.89";"2010-01-01";"2010-12-31"
"96";"200";"100000";"0.89";"2010-01-01";"2010-12-31"
"99";"0";"33";"0.79";"2010-01-01";"2010-12-31"
"99";"34";"45";"0.84";"2010-01-01";"2010-12-31"
"99";"46";"55";"0.92";"2010-01-01";"2010-12-31"
"99";"56";"66";"0.92";"2010-01-01";"2010-12-31"
"99";"67";"75";"0.92";"2010-01-01";"2010-12-31"
"99";"76";"85";"0.92";"2010-01-01";"2010-12-31"
"99";"86";"100";"0.86";"2010-01-01";"2010-12-31"
"99";"101";"120";"0.86";"2010-01-01";"2010-12-31"
"99";"121";"150";"0.86";"2010-01-01";"2010-12-31"
"99";"151";"200";"0.89";"2010-01-01";"2010-12-31"
"99";"200";"100000";"0.89";"2010-01-01";"2010-12-31"
"89";"0";"33";"0.79";"2010-01-01";"2010-12-31"
"89";"34";"45";"0.84";"2010-01-01";"2010-12-31"
"89";"46";"55";"0.92";"2010-01-01";"2010-12-31"
"89";"56";"66";"0.92";"2010-01-01";"2010-12-31"
"89";"67";"75";"0.92";"2010-01-01";"2010-12-31"
"89";"76";"85";"0.92";"2010-01-01";"2010-12-31"
"89";"86";"100";"0.86";"2010-01-01";"2010-12-31"
"89";"101";"120";"0.86";"2010-01-01";"2010-12-31"
"89";"121";"150";"0.86";"2010-01-01";"2010-12-31"
"89";"151";"200";"0.89";"2010-01-01";"2010-12-31"
"89";"200";"100000";"0.89";"2010-01-01";"2010-12-31"
